Category,Product,College,Size,Selling Price,Units Sold,Cost Price,Month
Stationery,Branded Notebook,KJ Somaiya,A4,100,283,90.0,April
Bags & Cases,Laptop Bag,Sinhgad College,13-inch,410,354,330.0,September
Bags & Cases,Tote Bag,Fr. Agnel,13-inch,420,154,220.0,February
Stationery,Branded Notebook,PCCOE,A5,80,180,70.0,June
Accessories,Shoes,PICT,UK7,250,200,150.0,September
Bags & Cases,Laptop Bag,DJ Sanghvi,13-inch,740,167,540.0,April
Stationery,Pen Set,Sinhgad College,B5,70,210,50.0,July
Apparel,Sweatshirt,PCCOE,L,490,438,370.0,April
Apparel,Hoodie,Modern College,M,300,148,200.0,August
Gadgets,Wireless Mouse,Fr. Agnel,128GB,640,154,350.0,May
Stationery,Sticky Notes,PCCOE,B5,110,296,60.0,June
Apparel,Jacket,VIT Pune,L,350,320,250.0,January
Apparel,College T-Shirt,PCCOE,M,670,73,390.0,May
Accessories,Wrist Band,RAIT,Free Size,220,428,140.0,August
Bags & Cases,Backpack,Fr. Agnel,17-inch,610,161,350.0,November
Gadgets,Earphones,VESIT,256GB,1110,120,630.0,June
Apparel,College T-Shirt,PCCOE,L,360,324,260.0,May
Gadgets,Earphones,PICT,64GB,860,68,770.0,September
Accessories,Wrist Band,DJ Sanghvi,Small,320,291,180.0,February
Accessories,Shoes,PCCOE,UK10,340,54,200.0,June
Apparel,Sweatshirt,NMIMS,S,370,342,270.0,September
Accessories,College Socks,DJ Sanghvi,Large,120,342,90.0,April
Stationery,Folder,MIT WPU,A5,140,279,110.0,August
Apparel,Hoodie,Bhavan's College,S,510,347,380.0,November
Accessories,Keychain,PCCOE,Small,400,251,200.0,October
Accessories,College Badge,PCCOE,Free Size,250,186,140.0,December
Apparel,Jacket,Mumbai University,M,580,31,470.0,April
Stationery,Sticky Notes,Wilson College,A5,110,446,70.0,March
Gadgets,Pendrive 32GB,VIT Pune,64GB,920,105,640.0,January
Gadgets,Earphones,KJ Somaiya,256GB,1410,232,820.0,October
Bags & Cases,College Pouch,MIT WPU,13-inch,770,102,430.0,May
Stationery,Sticky Notes,SIES,B5,140,161,110.0,May
Stationery,Branded Notebook,KJ Somaiya,A4,130,466,90.0,May
Bags & Cases,Laptop Bag,COEP,13-inch,490,274,330.0,July
Accessories,College Badge,SPIT,Adjustable,300,270,190.0,September
Apparel,Jacket,VIIT,S,520,280,290.0,February
Gadgets,Pendrive 32GB,Thakur College,128GB,820,321,430.0,January
Accessories,Wrist Band,Sinhgad College,Adjustable,450,429,300.0,February
Accessories,College Socks,DJ Sanghvi,Free Size,80,151,70.0,March
Accessories,College Cap,KJ Somaiya,Adjustable,250,87,150.0,December
Bags & Cases,College Pouch,St. Xavier's Mumbai,13-inch,860,114,600.0,March
Accessories,Shoes,DJ Sanghvi,UK9,190,127,170.0,September
Stationery,Pen Set,Modern College,A4,110,251,90.0,October
Apparel,Hoodie,Fr. Agnel,L,380,86,230.0,June
Bags & Cases,College Pouch,NMIMS,13-inch,370,449,240.0,November
Accessories,Keychain,VIIT,Small,110,12,80.0,April
Gadgets,Pendrive 32GB,Thakur College,32GB,550,346,410.0,March
Stationery,Branded Notebook,VESIT,B5,60,148,50.0,March
Apparel,Hoodie,St. Xavier's Mumbai,S,730,188,380.0,August
Accessories,Shoes,SKNCOE,UK6,450,336,390.0,September
Gadgets,Powerbank,PICT,128GB,1010,355,540.0,April
Stationery,Branded Notebook,AISSMS,A4,70,428,60.0,August
Stationery,Pen Set,KJ Somaiya,A4,140,484,120.0,January
Bags & Cases,College Pouch,Thakur College,13-inch,400,498,230.0,September
Apparel,Hoodie,NMIMS,S,300,31,150.0,September
Stationery,Folder,Bharati Vidyapeeth,A4,80,82,60.0,August
Bags & Cases,Tote Bag,VIIT,15-inch,640,463,350.0,August
Apparel,Hoodie,KJ Somaiya,L,410,267,230.0,October
Accessories,Keychain,MIT WPU,Large,480,353,350.0,November
Apparel,Jacket,SIES,L,390,231,220.0,November
Apparel,College T-Shirt,DJ Sanghvi,M,360,189,280.0,September
Bags & Cases,Laptop Bag,SPIT,15-inch,670,453,460.0,October
Stationery,Sticky Notes,Mumbai University,A5,80,459,60.0,May
Stationery,Branded Notebook,Wilson College,A4,80,401,40.0,May
Bags & Cases,Backpack,SPIT,17-inch,490,160,350.0,July
Stationery,Pen Set,VESIT,A4,100,233,80.0,November
Stationery,Branded Notebook,RAIT,A5,100,279,70.0,February
Accessories,Shoes,Rizvi College,UK9,340,401,210.0,February
Accessories,Shoes,VESIT,UK10,60,441,40.0,October
Stationery,Branded Notebook,Mumbai University,B5,80,458,50.0,October
Apparel,Sweatshirt,VIIT,M,500,60,280.0,November
Stationery,Sticky Notes,St. Xavier's Mumbai,A4,110,103,60.0,April
Stationery,Sticky Notes,HR College,A4,130,313,70.0,October
Accessories,Wrist Band,COEP,Small,230,447,120.0,January
Accessories,College Badge,Mumbai University,Free Size,100,476,80.0,January
Gadgets,Pendrive 32GB,COEP,32GB,950,55,650.0,August
Accessories,College Badge,SPIT,Small,90,223,50.0,December
Apparel,College T-Shirt,Wilson College,S,660,250,400.0,February
Apparel,Sweatshirt,NMIMS,L,440,25,310.0,June
Stationery,Branded Notebook,VIIT,B5,80,318,50.0,September
Apparel,Jacket,Modern College,L,460,30,280.0,September
Gadgets,Earphones,KJ Somaiya,32GB,660,400,350.0,June
Gadgets,Powerbank,Sinhgad College,256GB,660,246,430.0,September
Accessories,College Socks,Thakur College,Small,280,179,170.0,December
Stationery,Branded Notebook,VESIT,A5,100,194,80.0,August
Stationery,Folder,AISSMS,A4,60,478,40.0,March
Bags & Cases,College Pouch,Sinhgad College,17-inch,180,435,90.0,December
Accessories,College Socks,NMIMS,Adjustable,200,80,110.0,December
Gadgets,Powerbank,DY Patil Pune,128GB,1460,169,800.0,May
Gadgets,Earphones,VESIT,32GB,730,405,590.0,December
Bags & Cases,College Pouch,VESIT,17-inch,220,149,110.0,June
Gadgets,Powerbank,SPIT,32GB,1250,413,660.0,October
Gadgets,Powerbank,COEP,128GB,1290,93,840.0,January
Accessories,Wrist Band,COEP,Large,360,406,210.0,July
Gadgets,Powerbank,SKNCOE,256GB,1460,431,1160.0,April
Bags & Cases,Backpack,AISSMS,15-inch,940,44,590.0,September
Stationery,Folder,VIIT,A4,60,119,30.0,November
Accessories,College Cap,PCCOE,Adjustable,430,445,370.0,September
Apparel,Jacket,SKNCOE,S,340,482,170.0,January
Bags & Cases,Tote Bag,Bharati Vidyapeeth,13-inch,220,459,160.0,June
Stationery,Branded Notebook,MIT WPU,A5,120,318,70.0,August
Apparel,Jacket,SPIT,S,780,166,630.0,April
Stationery,Pen Set,HR College,A5,50,22,40.0,May
Apparel,Hoodie,SIES,M,300,257,250.0,February
Apparel,College T-Shirt,Sinhgad College,L,710,229,460.0,September
Accessories,College Cap,VIIT,Free Size,340,338,260.0,March
Accessories,College Badge,Thakur College,Adjustable,150,367,110.0,January
Bags & Cases,Tote Bag,Mumbai University,17-inch,400,382,220.0,December
Stationery,Sticky Notes,NMIMS,A4,70,227,60.0,May
Bags & Cases,Laptop Bag,DY Patil Pune,17-inch,680,420,600.0,April
Apparel,Jacket,Thakur College,M,660,310,430.0,April
Apparel,Jacket,Modern College,M,470,347,280.0,January
Stationery,Branded Notebook,Sinhgad College,B5,100,221,80.0,February
Gadgets,Wireless Mouse,Thakur College,32GB,1260,388,1050.0,April
Bags & Cases,College Pouch,PCCOE,17-inch,740,94,620.0,January
Stationery,Branded Notebook,Fr. Agnel,A5,70,358,60.0,December
Apparel,Hoodie,VESIT,M,450,376,300.0,November
Apparel,Sweatshirt,Wilson College,M,360,452,240.0,October
Apparel,Sweatshirt,PICT,L,490,454,310.0,July
Stationery,Branded Notebook,SKNCOE,A5,70,221,50.0,June
Stationery,Folder,Bharati Vidyapeeth,A4,100,211,80.0,July
Apparel,Sweatshirt,VIT Pune,M,410,291,310.0,August
Stationery,Folder,DY Patil Pune,A5,60,477,40.0,October
Gadgets,Pendrive 32GB,Modern College,256GB,700,162,360.0,December
Accessories,Shoes,SKNCOE,UK8,120,254,100.0,February
Bags & Cases,College Pouch,Rizvi College,17-inch,400,273,320.0,February
Accessories,College Badge,HR College,Large,120,93,70.0,October
Gadgets,Pendrive 32GB,NMIMS,64GB,1240,80,710.0,May
Gadgets,Earphones,Thakur College,64GB,870,334,530.0,September
Apparel,College T-Shirt,SPIT,L,650,251,420.0,October
Bags & Cases,Tote Bag,DJ Sanghvi,17-inch,270,444,160.0,May
Stationery,Pen Set,Fr. Agnel,B5,50,99,30.0,August
Gadgets,Pendrive 32GB,SKNCOE,32GB,580,90,380.0,April
Accessories,College Badge,Mumbai University,Small,190,416,120.0,February
Stationery,Sticky Notes,COEP,A5,110,108,60.0,June
Gadgets,Powerbank,KJ Somaiya,256GB,1230,297,700.0,April
Apparel,College T-Shirt,DY Patil Pune,M,340,86,220.0,January
Gadgets,Pendrive 32GB,NMIMS,64GB,1300,286,970.0,June
Gadgets,Pendrive 32GB,PCCOE,64GB,560,138,330.0,June
Accessories,College Socks,VIIT,Large,100,457,80.0,February
Gadgets,Earphones,SPIT,256GB,1080,228,610.0,October
Gadgets,Wireless Mouse,Mumbai University,128GB,1160,368,740.0,November
Gadgets,Earphones,SKNCOE,256GB,580,457,390.0,January
Gadgets,Earphones,MIT WPU,32GB,1310,205,860.0,September
Gadgets,Pendrive 32GB,SIES,256GB,1330,10,690.0,January
Gadgets,Wireless Mouse,St. Xavier's Mumbai,128GB,1330,155,1060.0,June
Bags & Cases,Tote Bag,HR College,17-inch,300,431,220.0,September
Gadgets,Wireless Mouse,VESIT,64GB,730,454,550.0,October
Accessories,College Cap,VIIT,Free Size,360,299,320.0,September
Bags & Cases,Backpack,Bharati Vidyapeeth,17-inch,900,179,600.0,June
Apparel,Sweatshirt,St. Xavier's Mumbai,M,600,91,500.0,June
Gadgets,Earphones,Mumbai University,32GB,1450,10,810.0,June
Accessories,College Badge,NMIMS,Adjustable,50,110,30.0,May
Gadgets,Pendrive 32GB,Sinhgad College,256GB,1150,216,640.0,July
Accessories,College Badge,VESIT,Large,420,159,240.0,November
Apparel,College T-Shirt,Fr. Agnel,S,330,126,170.0,June
Accessories,Keychain,VIT Pune,Small,480,425,260.0,July
Stationery,Sticky Notes,Thakur College,B5,60,254,40.0,September
Accessories,Keychain,RAIT,Small,240,275,150.0,April
Accessories,College Cap,Sinhgad College,Adjustable,340,473,200.0,October
Accessories,Wrist Band,Bhavan's College,Adjustable,450,279,340.0,October
Apparel,Hoodie,COEP,M,560,33,490.0,June
Stationery,Sticky Notes,AISSMS,B5,130,253,110.0,April
Bags & Cases,College Pouch,St. Xavier's Mumbai,13-inch,360,400,180.0,February
Accessories,Wrist Band,SKNCOE,Large,260,79,160.0,August
Stationery,Sticky Notes,PICT,A4,80,384,60.0,April
Bags & Cases,Tote Bag,VESIT,13-inch,570,436,470.0,April
Bags & Cases,College Pouch,Rizvi College,15-inch,460,80,340.0,May
Gadgets,Pendrive 32GB,SIES,64GB,1380,287,900.0,May
Bags & Cases,Backpack,MIT WPU,15-inch,570,13,330.0,September
Apparel,Jacket,RAIT,L,450,151,320.0,September
Stationery,Pen Set,VIT Pune,A4,130,41,100.0,May
Gadgets,Earphones,HR College,256GB,1250,116,1090.0,February
Apparel,Hoodie,DY Patil Pune,M,380,62,200.0,December
Apparel,Jacket,PICT,L,560,347,430.0,April
Bags & Cases,Laptop Bag,KJ Somaiya,13-inch,960,256,630.0,December
Bags & Cases,College Pouch,MIT WPU,15-inch,380,153,290.0,February
Gadgets,Wireless Mouse,Rizvi College,32GB,870,104,500.0,February
Apparel,Sweatshirt,Fr. Agnel,L,360,305,270.0,September
Accessories,College Cap,Bharati Vidyapeeth,Small,70,479,50.0,January
Bags & Cases,College Pouch,MIT WPU,15-inch,280,55,180.0,January
Bags & Cases,Laptop Bag,NMIMS,15-inch,300,237,200.0,January
Gadgets,Earphones,Thakur College,32GB,1420,384,1000.0,May
Bags & Cases,College Pouch,Bharati Vidyapeeth,17-inch,950,298,810.0,June
Apparel,Hoodie,SIES,L,560,428,420.0,December
Bags & Cases,Tote Bag,PCCOE,17-inch,380,273,260.0,April
Accessories,Wrist Band,SPIT,Free Size,230,202,130.0,September
Gadgets,Earphones,Sinhgad College,32GB,1340,190,1080.0,December
Apparel,College T-Shirt,VIT Pune,L,530,420,300.0,July
Accessories,College Socks,Sinhgad College,Small,110,354,60.0,March
Gadgets,Wireless Mouse,St. Xavier's Mumbai,256GB,1350,116,880.0,September
Bags & Cases,Laptop Bag,RAIT,13-inch,210,249,180.0,October
Bags & Cases,College Pouch,SKNCOE,13-inch,770,63,600.0,January
Stationery,Branded Notebook,Wilson College,A5,100,343,80.0,October
Bags & Cases,Laptop Bag,St. Xavier's Mumbai,13-inch,790,92,420.0,June
Stationery,Sticky Notes,Fr. Agnel,A5,140,68,110.0,March
Accessories,Keychain,RAIT,Adjustable,360,124,200.0,January
Accessories,Keychain,Mumbai University,Large,60,313,50.0,April
Stationery,Branded Notebook,Modern College,B5,50,231,30.0,September
Apparel,Sweatshirt,Rizvi College,S,800,265,670.0,June
Gadgets,Earphones,Sinhgad College,32GB,920,488,650.0,March
Apparel,Jacket,Rizvi College,L,540,350,460.0,June
Stationery,Pen Set,AISSMS,A5,100,461,80.0,July
Gadgets,Powerbank,DY Patil Pune,256GB,1020,391,620.0,February
Stationery,Folder,RAIT,A4,50,117,30.0,February
Bags & Cases,College Pouch,AISSMS,15-inch,360,270,190.0,April
Gadgets,Earphones,VESIT,32GB,900,335,510.0,June
Apparel,Jacket,St. Xavier's Mumbai,L,340,469,220.0,June
Bags & Cases,Backpack,SIES,15-inch,530,472,380.0,September
Bags & Cases,Tote Bag,RAIT,15-inch,980,310,760.0,November
Stationery,Branded Notebook,KJ Somaiya,B5,50,183,30.0,November
Accessories,College Cap,Wilson College,Adjustable,490,299,360.0,April
Stationery,Folder,Bharati Vidyapeeth,B5,100,477,60.0,April
Apparel,Sweatshirt,PICT,M,430,363,250.0,March
Stationery,Folder,VESIT,A4,150,187,130.0,November
Accessories,College Badge,KJ Somaiya,Small,390,395,280.0,July
Stationery,Folder,KJ Somaiya,A5,100,350,90.0,April
Gadgets,Earphones,DY Patil Pune,128GB,690,46,580.0,September
Bags & Cases,College Pouch,SIES,15-inch,820,26,710.0,August
Apparel,Jacket,Wilson College,M,560,191,330.0,April
Bags & Cases,College Pouch,Thakur College,15-inch,560,300,430.0,September
Apparel,Sweatshirt,Rizvi College,M,790,201,620.0,April
Gadgets,Earphones,DY Patil Pune,128GB,640,347,350.0,July
Apparel,College T-Shirt,Modern College,L,420,147,230.0,July
Bags & Cases,College Pouch,SKNCOE,13-inch,350,382,310.0,November
Accessories,Shoes,St. Xavier's Mumbai,UK9,370,452,260.0,April
Stationery,Sticky Notes,DY Patil Pune,B5,120,423,80.0,March
Gadgets,Earphones,HR College,64GB,620,75,460.0,August
Apparel,Jacket,Modern College,L,700,69,480.0,June
Stationery,Branded Notebook,MIT WPU,A5,80,202,50.0,June
Apparel,Hoodie,COEP,S,720,191,530.0,June
Gadgets,Wireless Mouse,Modern College,32GB,530,154,300.0,November
Bags & Cases,Laptop Bag,MIT WPU,13-inch,700,416,610.0,July
Stationery,Folder,Modern College,A4,100,252,70.0,November
Stationery,Branded Notebook,Bhavan's College,B5,90,104,60.0,January
Accessories,College Badge,Bhavan's College,Free Size,130,359,110.0,April
Accessories,Keychain,DJ Sanghvi,Small,290,295,210.0,February
Bags & Cases,Tote Bag,Wilson College,13-inch,610,299,370.0,August
Bags & Cases,College Pouch,Bharati Vidyapeeth,13-inch,610,485,320.0,January
Gadgets,Pendrive 32GB,Modern College,32GB,670,236,430.0,June
Gadgets,Earphones,COEP,32GB,690,413,610.0,September
Apparel,Jacket,DJ Sanghvi,M,670,395,420.0,May
Gadgets,Earphones,NMIMS,256GB,1440,479,900.0,June
Gadgets,Wireless Mouse,Mumbai University,128GB,600,106,440.0,January
Apparel,Sweatshirt,Modern College,M,520,149,280.0,February
Accessories,Wrist Band,COEP,Small,270,377,220.0,June
Accessories,College Cap,St. Xavier's Mumbai,Adjustable,290,177,210.0,April
Accessories,College Cap,Sinhgad College,Adjustable,70,444,40.0,May
Bags & Cases,College Pouch,Wilson College,13-inch,640,119,330.0,July
Apparel,Sweatshirt,NMIMS,L,690,205,470.0,July
Bags & Cases,Backpack,HR College,15-inch,260,350,190.0,February
Gadgets,Powerbank,VIIT,128GB,1120,234,1000.0,May
Accessories,Shoes,VESIT,UK7,130,199,80.0,November
Stationery,Folder,PICT,B5,130,420,100.0,March
Bags & Cases,Backpack,SIES,13-inch,290,131,180.0,February
Gadgets,Earphones,St. Xavier's Mumbai,256GB,1150,320,960.0,April
Apparel,Sweatshirt,SKNCOE,S,580,425,430.0,June
Gadgets,Earphones,NMIMS,128GB,580,295,360.0,September
Gadgets,Earphones,Mumbai University,256GB,990,263,570.0,December
Accessories,College Badge,DY Patil Pune,Large,360,493,190.0,July
Apparel,Hoodie,PICT,S,670,96,460.0,March
Apparel,Jacket,SIES,M,750,388,650.0,August
Apparel,College T-Shirt,DY Patil Pune,S,690,111,510.0,June
Bags & Cases,College Pouch,NMIMS,13-inch,770,336,600.0,February
Gadgets,Powerbank,RAIT,128GB,590,489,440.0,May
Apparel,College T-Shirt,Wilson College,S,440,433,220.0,August
Stationery,Sticky Notes,RAIT,B5,70,152,50.0,July
Bags & Cases,Backpack,VIT Pune,17-inch,330,126,250.0,August
Gadgets,Powerbank,PCCOE,64GB,1230,458,710.0,May
Stationery,Branded Notebook,VIIT,B5,50,421,30.0,June
Gadgets,Pendrive 32GB,VESIT,128GB,1280,289,940.0,January
Apparel,Sweatshirt,St. Xavier's Mumbai,S,750,232,500.0,January
Accessories,Keychain,SKNCOE,Small,70,483,60.0,February
Stationery,Branded Notebook,AISSMS,A4,140,457,90.0,October
Accessories,College Badge,Rizvi College,Small,300,103,230.0,September
Apparel,College T-Shirt,SPIT,L,370,456,260.0,August
Bags & Cases,Backpack,VESIT,15-inch,280,39,200.0,June
Stationery,Sticky Notes,Thakur College,A4,60,64,40.0,January
Bags & Cases,Tote Bag,Mumbai University,15-inch,750,24,510.0,December
Stationery,Branded Notebook,Thakur College,A5,120,400,100.0,November
Bags & Cases,Laptop Bag,NMIMS,17-inch,410,336,340.0,October
Apparel,Jacket,DJ Sanghvi,S,510,41,430.0,May
Gadgets,Powerbank,NMIMS,64GB,1460,127,1160.0,June
Stationery,Sticky Notes,DJ Sanghvi,A4,70,204,40.0,June
Bags & Cases,Laptop Bag,MIT WPU,17-inch,150,472,90.0,August
Accessories,Shoes,Mumbai University,UK7,50,273,30.0,February
Accessories,Shoes,Wilson College,UK8,200,255,160.0,October
Bags & Cases,Backpack,Fr. Agnel,17-inch,350,290,230.0,June
Accessories,Wrist Band,AISSMS,Small,130,21,90.0,October
Accessories,College Cap,NMIMS,Adjustable,370,484,290.0,April
Stationery,Folder,NMIMS,A4,100,39,80.0,January
Bags & Cases,Backpack,PICT,13-inch,780,149,500.0,May
Stationery,Folder,SPIT,B5,80,479,60.0,April
Gadgets,Earphones,MIT WPU,128GB,520,317,330.0,April
Accessories,College Badge,Bharati Vidyapeeth,Small,150,413,130.0,November
Apparel,Hoodie,Thakur College,M,350,449,290.0,March
Apparel,Jacket,Mumbai University,S,340,92,190.0,February
Apparel,Sweatshirt,Sinhgad College,S,630,371,460.0,March
Gadgets,Powerbank,SKNCOE,256GB,680,26,400.0,September
Gadgets,Pendrive 32GB,Thakur College,256GB,1470,430,1240.0,May
Stationery,Pen Set,St. Xavier's Mumbai,B5,140,278,110.0,November
Apparel,Hoodie,MIT WPU,S,460,190,360.0,November
Gadgets,Powerbank,MIT WPU,256GB,1100,370,680.0,October
Apparel,Sweatshirt,MIT WPU,S,490,388,340.0,June
Bags & Cases,Backpack,AISSMS,17-inch,340,136,180.0,July
Gadgets,Powerbank,PICT,32GB,600,273,380.0,October
Bags & Cases,College Pouch,RAIT,17-inch,760,49,460.0,June
Apparel,Sweatshirt,VESIT,M,670,347,430.0,November
Accessories,College Cap,Modern College,Large,330,376,290.0,June
Gadgets,Wireless Mouse,RAIT,32GB,760,282,490.0,March
Bags & Cases,Laptop Bag,DJ Sanghvi,15-inch,880,478,730.0,May
Stationery,Branded Notebook,RAIT,A5,70,287,40.0,October
Bags & Cases,Tote Bag,COEP,15-inch,690,14,360.0,September
Stationery,Sticky Notes,AISSMS,A5,50,24,30.0,August
Gadgets,Earphones,PICT,64GB,1290,371,710.0,August
Apparel,Sweatshirt,Thakur College,S,500,313,420.0,January
Gadgets,Wireless Mouse,VIT Pune,128GB,940,347,830.0,March
Gadgets,Powerbank,VIIT,128GB,1240,100,960.0,December
Stationery,Branded Notebook,SKNCOE,A5,80,113,40.0,September
Gadgets,Wireless Mouse,VIT Pune,32GB,600,283,440.0,April
Apparel,Sweatshirt,NMIMS,M,670,196,410.0,October
Bags & Cases,College Pouch,VESIT,15-inch,180,349,120.0,July
Accessories,Wrist Band,KJ Somaiya,Adjustable,350,252,280.0,April
Gadgets,Wireless Mouse,HR College,256GB,1420,456,950.0,December
Bags & Cases,College Pouch,VESIT,15-inch,380,294,270.0,May
Bags & Cases,Backpack,PCCOE,17-inch,490,400,280.0,July
Apparel,Hoodie,Bhavan's College,S,300,205,190.0,July
Accessories,Keychain,St. Xavier's Mumbai,Large,390,104,330.0,December
Accessories,College Cap,PICT,Small,440,255,250.0,September
Apparel,Sweatshirt,SIES,L,540,458,420.0,January
Stationery,Pen Set,Bhavan's College,A4,110,369,60.0,July
Accessories,Keychain,Fr. Agnel,Adjustable,500,221,380.0,June
Accessories,College Socks,Bhavan's College,Adjustable,480,351,380.0,June
Gadgets,Pendrive 32GB,HR College,256GB,560,52,370.0,September
Apparel,Jacket,RAIT,M,630,10,390.0,December
Accessories,Keychain,RAIT,Adjustable,320,394,250.0,October
Gadgets,Earphones,AISSMS,256GB,530,205,320.0,October
Apparel,College T-Shirt,Bhavan's College,L,430,248,320.0,August
Accessories,Keychain,MIT WPU,Small,150,127,90.0,June
Stationery,Folder,Wilson College,A4,90,10,60.0,October
Accessories,College Cap,COEP,Small,130,466,70.0,February
Apparel,Jacket,Modern College,S,500,78,300.0,May
Bags & Cases,Tote Bag,KJ Somaiya,13-inch,940,50,750.0,July
Accessories,College Badge,KJ Somaiya,Large,460,110,320.0,June
Stationery,Pen Set,DY Patil Pune,A4,140,10,80.0,December
Stationery,Folder,PCCOE,A5,110,456,80.0,February
Apparel,Hoodie,DJ Sanghvi,L,580,145,410.0,August
Gadgets,Pendrive 32GB,Modern College,128GB,1460,451,800.0,May
Bags & Cases,College Pouch,PICT,15-inch,560,76,310.0,February
Stationery,Sticky Notes,Fr. Agnel,A5,110,324,90.0,May
Stationery,Sticky Notes,VIT Pune,B5,120,333,70.0,June
Stationery,Pen Set,VIIT,A4,70,459,60.0,February
Gadgets,Powerbank,VIT Pune,32GB,1480,142,1020.0,April
Bags & Cases,Backpack,Fr. Agnel,13-inch,580,454,340.0,July
Stationery,Folder,Rizvi College,B5,70,317,40.0,October
Gadgets,Pendrive 32GB,VESIT,256GB,520,366,290.0,July
